,fields_input
1529,fuelefficiency_trns_rail_freight_hydrogen_km_per_litre
1530,fuelefficiency_trns_rail_freight_natural_gas_km_per_litre
1531,fuelefficiency_trns_rail_passenger_diesel_km_per_litre
1532,fuelefficiency_trns_rail_passenger_hydrogen_km_per_litre
1533,fuelefficiency_trns_rail_passenger_natural_gas_km_per_litre
1534,fuelefficiency_trns_road_heavy_freight_biofuels_km_per_litre
1535,fuelefficiency_trns_road_heavy_freight_diesel_km_per_litre
1536,fuelefficiency_trns_road_heavy_freight_gasoline_km_per_litre
1537,fuelefficiency_trns_road_heavy_freight_hydrocarbon_gas_liquids_km_per_litre
1538,fuelefficiency_trns_road_heavy_freight_hydrogen_km_per_litre
1539,fuelefficiency_trns_road_heavy_freight_natural_gas_km_per_litre
1540,fuelefficiency_trns_road_heavy_regional_biofuels_km_per_litre
1541,fuelefficiency_trns_road_heavy_regional_diesel_km_per_litre
1542,fuelefficiency_trns_road_heavy_regional_gasoline_km_per_litre
1543,fuelefficiency_trns_road_heavy_regional_hydrocarbon_gas_liquids_km_per_litre
1544,fuelefficiency_trns_road_heavy_regional_hydrogen_km_per_litre
1545,fuelefficiency_trns_road_heavy_regional_natural_gas_km_per_litre
1546,fuelefficiency_trns_road_light_biofuels_km_per_litre
1547,fuelefficiency_trns_road_light_diesel_km_per_litre
1548,fuelefficiency_trns_road_light_gasoline_km_per_litre
1549,fuelefficiency_trns_road_light_hydrocarbon_gas_liquids_km_per_litre
1550,fuelefficiency_trns_road_light_hydrogen_km_per_litre
1551,fuelefficiency_trns_water_borne_diesel_km_per_litre
1552,fuelefficiency_trns_water_borne_hydrogen_km_per_litre
1553,fuelefficiency_trns_water_borne_natural_gas_km_per_litre
1554,gasrf_ippu_co2_capture_cement
1555,gasrf_ippu_co2_capture_chemicals
1556,gasrf_ippu_co2_capture_glass
1557,gasrf_ippu_co2_capture_lime_and_carbonite
1558,gasrf_ippu_co2_capture_metals
1559,gasrf_ippu_co2_capture_plastic
1560,gasrf_lsmm_biogas_anaerobic_digester
1561,gasrf_trww_biogas_treated_advanced_aerobic
1562,gasrf_trww_biogas_treated_advanced_anaerobic
1563,gasrf_trww_biogas_treated_secondary_aerobic
1564,gasrf_trww_biogas_treated_secondary_anaerobic
1565,gasrf_waso_biogas
1566,gasrf_waso_landfill_to_ch4
1567,gdp_mmm_usd
1568,genfactor_lvst_daily_nitrogen_buffalo
1569,genfactor_lvst_daily_nitrogen_cattle_dairy
1570,genfactor_lvst_daily_nitrogen_cattle_nondairy
1571,genfactor_lvst_daily_nitrogen_chickens
1572,genfactor_lvst_daily_nitrogen_goats
1573,genfactor_lvst_daily_nitrogen_horses
1574,genfactor_lvst_daily_nitrogen_mules
1575,genfactor_lvst_daily_nitrogen_pigs
1576,genfactor_lvst_daily_nitrogen_sheep
1577,genfactor_lvst_daily_volatile_solids_buffalo
1578,genfactor_lvst_daily_volatile_solids_cattle_dairy
1579,genfactor_lvst_daily_volatile_solids_cattle_nondairy
1580,genfactor_lvst_daily_volatile_solids_chickens
1581,genfactor_lvst_daily_volatile_solids_goats
1582,genfactor_lvst_daily_volatile_solids_horses
1583,genfactor_lvst_daily_volatile_solids_mules
1584,genfactor_lvst_daily_volatile_solids_pigs
1585,genfactor_lvst_daily_volatile_solids_sheep
1586,historical_back_projection_growth_rate
1587,hl_frst_half_life_hwp_paper_products
1588,hl_frst_half_life_hwp_wood_products
1589,limit_gnrl_annual_emissions_mt_ch4
1590,limit_gnrl_annual_emissions_mt_co2
1591,limit_gnrl_annual_emissions_mt_n2o
1592,lndu_reallocation_factor
1593,logelasticity_wali_qty_prod_to_gdp_per_capita
1594,maxfrac_ippu_maximum_recylced_material_ratio_glass
1595,maxfrac_ippu_maximum_recylced_material_ratio_paper
1596,maxfrac_ippu_maximum_recylced_material_ratio_plastic
1597,maxfrac_ippu_maximum_recylced_material_ratio_wood
1598,mcf_lsmm_anaerobic_digester
1599,mcf_lsmm_anaerobic_lagoon
1600,mcf_lsmm_composting
1601,mcf_lsmm_daily_spread
1602,mcf_lsmm_deep_bedding
1603,mcf_lsmm_dry_lot
1604,mcf_lsmm_incineration
1605,mcf_lsmm_liquid_slurry
1606,mcf_lsmm_paddock_pasture_range
1607,mcf_lsmm_poultry_manure
1608,mcf_lsmm_storage_solid
1609,mcf_trww_treated_advanced_aerobic
1610,mcf_trww_treated_advanced_anaerobic
1611,mcf_trww_treated_latrine_improved
1612,mcf_trww_treated_latrine_unimproved
1613,mcf_trww_treated_primary
1614,mcf_trww_treated_secondary_aerobic
1615,mcf_trww_treated_secondary_anaerobic
1616,mcf_trww_treated_septic
1617,mcf_trww_untreated_no_sewerage
1618,mcf_trww_untreated_with_sewerage
1619,mcf_waso_average_landfilled
1620,mcf_waso_average_open_dump
1621,nemomod_enfu_renewable_energy_minimum_production_target_fuel_electricity
1622,nemomod_enst_capital_cost_st_batteries_usd_per_kwh
1623,nemomod_enst_capital_cost_st_compressed_air_usd_per_kwh
1624,nemomod_enst_capital_cost_st_flywheels_usd_per_kwh
1625,nemomod_enst_capital_cost_st_pumped_hydro_usd_per_kwh
1626,nemomod_enst_frac_storage_charged_initial_st_batteries
1627,nemomod_enst_frac_storage_charged_initial_st_compressed_air
1628,nemomod_enst_frac_storage_charged_initial_st_flywheels
1629,nemomod_enst_frac_storage_charged_initial_st_pumped_hydro
1630,nemomod_enst_residual_capacity_st_batteries_gwh
1631,nemomod_enst_residual_capacity_st_compressed_air_gwh
1632,nemomod_enst_residual_capacity_st_flywheels_gwh
1633,nemomod_enst_residual_capacity_st_pumped_hydro_gwh
1634,nemomod_enst_total_annual_max_capacity_investment_st_batteries_pj
1635,nemomod_enst_total_annual_max_capacity_investment_st_compressed_air_pj
1636,nemomod_enst_total_annual_max_capacity_investment_st_flywheels_pj
1637,nemomod_enst_total_annual_max_capacity_investment_st_pumped_hydro_pj
1638,nemomod_enst_total_annual_max_capacity_st_batteries_pj
1639,nemomod_enst_total_annual_max_capacity_st_compressed_air_pj
1640,nemomod_enst_total_annual_max_capacity_st_flywheels_pj
1641,nemomod_enst_total_annual_max_capacity_st_pumped_hydro_pj
1642,nemomod_enst_total_annual_min_capacity_investment_st_batteries_pj
1643,nemomod_enst_total_annual_min_capacity_investment_st_compressed_air_pj
1644,nemomod_enst_total_annual_min_capacity_investment_st_flywheels_pj
1645,nemomod_enst_total_annual_min_capacity_investment_st_pumped_hydro_pj
1646,nemomod_enst_total_annual_min_capacity_st_batteries_pj
1647,nemomod_enst_total_annual_min_capacity_st_compressed_air_pj
1648,nemomod_enst_total_annual_min_capacity_st_flywheels_pj
1649,nemomod_enst_total_annual_min_capacity_st_pumped_hydro_pj
1650,nemomod_entc_capital_cost_fp_hydrogen_electrolysis_mm_usd_per_gw
1651,nemomod_entc_capital_cost_fp_hydrogen_gasification_mm_usd_per_gw
1652,nemomod_entc_capital_cost_fp_hydrogen_reformation_mm_usd_per_gw
1653,nemomod_entc_capital_cost_pp_biogas_mm_usd_per_gw
1654,nemomod_entc_capital_cost_pp_biomass_mm_usd_per_gw
1655,nemomod_entc_capital_cost_pp_coal_ccs_mm_usd_per_gw
1656,nemomod_entc_capital_cost_pp_coal_mm_usd_per_gw
1657,nemomod_entc_capital_cost_pp_gas_ccs_mm_usd_per_gw
1658,nemomod_entc_capital_cost_pp_gas_mm_usd_per_gw
1659,nemomod_entc_capital_cost_pp_geothermal_mm_usd_per_gw
1660,nemomod_entc_capital_cost_pp_hydropower_mm_usd_per_gw
1661,nemomod_entc_capital_cost_pp_nuclear_mm_usd_per_gw
1662,nemomod_entc_capital_cost_pp_ocean_mm_usd_per_gw
1663,nemomod_entc_capital_cost_pp_oil_mm_usd_per_gw
1664,nemomod_entc_capital_cost_pp_solar_mm_usd_per_gw
1665,nemomod_entc_capital_cost_pp_waste_incineration_mm_usd_per_gw
1666,nemomod_entc_capital_cost_pp_wind_mm_usd_per_gw
1667,nemomod_entc_emissions_activity_ratio_fuel_production_fp_hydrogen_gasification_tonne_co2_per_tj
1668,nemomod_entc_emissions_activity_ratio_fuel_production_fp_hydrogen_reformation_tonne_co2_per_tj
1669,nemomod_entc_emissions_activity_ratio_fuel_production_fp_natural_gas_tonne_ch4_per_tj
1670,nemomod_entc_emissions_activity_ratio_fuel_production_fp_natural_gas_tonne_co2_per_tj
1671,nemomod_entc_emissions_activity_ratio_fuel_production_fp_natural_gas_tonne_n2o_per_tj
1672,nemomod_entc_emissions_activity_ratio_fuel_production_fp_petroleum_refinement_tonne_ch4_per_tj
1673,nemomod_entc_emissions_activity_ratio_fuel_production_fp_petroleum_refinement_tonne_co2_per_tj
1674,nemomod_entc_emissions_activity_ratio_fuel_production_fp_petroleum_refinement_tonne_n2o_per_tj
1675,nemomod_entc_emissions_activity_ratio_scalar_pp_biogas_ch4
1676,nemomod_entc_emissions_activity_ratio_scalar_pp_biogas_co2
1677,nemomod_entc_emissions_activity_ratio_scalar_pp_biogas_n2o
1678,nemomod_entc_emissions_activity_ratio_scalar_pp_biomass_ch4
1679,nemomod_entc_emissions_activity_ratio_scalar_pp_biomass_co2
1680,nemomod_entc_emissions_activity_ratio_scalar_pp_biomass_n2o
1681,nemomod_entc_emissions_activity_ratio_scalar_pp_coal_ccs_ch4
1682,nemomod_entc_emissions_activity_ratio_scalar_pp_coal_ccs_co2
1683,nemomod_entc_emissions_activity_ratio_scalar_pp_coal_ccs_n2o
1684,nemomod_entc_emissions_activity_ratio_scalar_pp_coal_ch4
1685,nemomod_entc_emissions_activity_ratio_scalar_pp_coal_co2
1686,nemomod_entc_emissions_activity_ratio_scalar_pp_coal_n2o
1687,nemomod_entc_emissions_activity_ratio_scalar_pp_gas_ccs_ch4
1688,nemomod_entc_emissions_activity_ratio_scalar_pp_gas_ccs_co2
1689,nemomod_entc_emissions_activity_ratio_scalar_pp_gas_ccs_n2o
1690,nemomod_entc_emissions_activity_ratio_scalar_pp_gas_ch4
1691,nemomod_entc_emissions_activity_ratio_scalar_pp_gas_co2
1692,nemomod_entc_emissions_activity_ratio_scalar_pp_gas_n2o
1693,nemomod_entc_emissions_activity_ratio_scalar_pp_geothermal_ch4
1694,nemomod_entc_emissions_activity_ratio_scalar_pp_geothermal_co2
1695,nemomod_entc_emissions_activity_ratio_scalar_pp_geothermal_n2o
1696,nemomod_entc_emissions_activity_ratio_scalar_pp_hydropower_ch4
1697,nemomod_entc_emissions_activity_ratio_scalar_pp_hydropower_co2
1698,nemomod_entc_emissions_activity_ratio_scalar_pp_hydropower_n2o
1699,nemomod_entc_emissions_activity_ratio_scalar_pp_nuclear_ch4
1700,nemomod_entc_emissions_activity_ratio_scalar_pp_nuclear_co2
1701,nemomod_entc_emissions_activity_ratio_scalar_pp_nuclear_n2o
1702,nemomod_entc_emissions_activity_ratio_scalar_pp_ocean_ch4
1703,nemomod_entc_emissions_activity_ratio_scalar_pp_ocean_co2
1704,nemomod_entc_emissions_activity_ratio_scalar_pp_ocean_n2o
1705,nemomod_entc_emissions_activity_ratio_scalar_pp_oil_ch4
1706,nemomod_entc_emissions_activity_ratio_scalar_pp_oil_co2
1707,nemomod_entc_emissions_activity_ratio_scalar_pp_oil_n2o
1708,nemomod_entc_emissions_activity_ratio_scalar_pp_solar_ch4
1709,nemomod_entc_emissions_activity_ratio_scalar_pp_solar_co2
1710,nemomod_entc_emissions_activity_ratio_scalar_pp_solar_n2o
1711,nemomod_entc_emissions_activity_ratio_scalar_pp_waste_incineration_ch4
1712,nemomod_entc_emissions_activity_ratio_scalar_pp_waste_incineration_co2
1713,nemomod_entc_emissions_activity_ratio_scalar_pp_waste_incineration_n2o
1714,nemomod_entc_emissions_activity_ratio_scalar_pp_wind_ch4
1715,nemomod_entc_emissions_activity_ratio_scalar_pp_wind_co2
1716,nemomod_entc_emissions_activity_ratio_scalar_pp_wind_n2o
1717,nemomod_entc_fixed_cost_fp_hydrogen_electrolysis_mm_usd_per_gw
1718,nemomod_entc_fixed_cost_fp_hydrogen_gasification_mm_usd_per_gw
1719,nemomod_entc_fixed_cost_fp_hydrogen_reformation_mm_usd_per_gw
1720,nemomod_entc_fixed_cost_pp_biogas_mm_usd_per_gw
1721,nemomod_entc_fixed_cost_pp_biomass_mm_usd_per_gw
1722,nemomod_entc_fixed_cost_pp_coal_ccs_mm_usd_per_gw
1723,nemomod_entc_fixed_cost_pp_coal_mm_usd_per_gw
1724,nemomod_entc_fixed_cost_pp_gas_ccs_mm_usd_per_gw
1725,nemomod_entc_fixed_cost_pp_gas_mm_usd_per_gw
1726,nemomod_entc_fixed_cost_pp_geothermal_mm_usd_per_gw
1727,nemomod_entc_fixed_cost_pp_hydropower_mm_usd_per_gw
1728,nemomod_entc_fixed_cost_pp_nuclear_mm_usd_per_gw
1729,nemomod_entc_fixed_cost_pp_ocean_mm_usd_per_gw
1730,nemomod_entc_fixed_cost_pp_oil_mm_usd_per_gw
1731,nemomod_entc_fixed_cost_pp_solar_mm_usd_per_gw
1732,nemomod_entc_fixed_cost_pp_waste_incineration_mm_usd_per_gw
1733,nemomod_entc_fixed_cost_pp_wind_mm_usd_per_gw
1734,nemomod_entc_frac_min_share_production_fp_hydrogen_electrolysis
1735,nemomod_entc_frac_min_share_production_fp_hydrogen_gasification
1736,nemomod_entc_frac_min_share_production_fp_hydrogen_reformation
1737,nemomod_entc_frac_min_share_production_pp_biogas
1738,nemomod_entc_frac_min_share_production_pp_biomass
1739,nemomod_entc_frac_min_share_production_pp_coal
1740,nemomod_entc_frac_min_share_production_pp_coal_ccs
1741,nemomod_entc_frac_min_share_production_pp_gas
1742,nemomod_entc_frac_min_share_production_pp_gas_ccs
1743,nemomod_entc_frac_min_share_production_pp_geothermal
1744,nemomod_entc_frac_min_share_production_pp_hydropower
1745,nemomod_entc_frac_min_share_production_pp_nuclear
1746,nemomod_entc_frac_min_share_production_pp_ocean
1747,nemomod_entc_frac_min_share_production_pp_oil
1748,nemomod_entc_frac_min_share_production_pp_solar
1749,nemomod_entc_frac_min_share_production_pp_waste_incineration
1750,nemomod_entc_frac_min_share_production_pp_wind
1751,nemomod_entc_input_activity_ratio_fuel_production_fp_hydrogen_electrolysis_electricity
1752,nemomod_entc_input_activity_ratio_fuel_production_fp_hydrogen_gasification_biomass
1753,nemomod_entc_input_activity_ratio_fuel_production_fp_hydrogen_gasification_coal
1754,nemomod_entc_input_activity_ratio_fuel_production_fp_hydrogen_gasification_electricity
1755,nemomod_entc_input_activity_ratio_fuel_production_fp_hydrogen_reformation_electricity
1756,nemomod_entc_input_activity_ratio_fuel_production_fp_hydrogen_reformation_natural_gas
1757,nemomod_entc_input_activity_ratio_fuel_production_fp_hydrogen_reformation_oil
1758,nemomod_entc_input_activity_ratio_fuel_production_fp_natural_gas_electricity
1759,nemomod_entc_input_activity_ratio_fuel_production_fp_natural_gas_natural_gas_unprocessed
1760,nemomod_entc_input_activity_ratio_fuel_production_fp_petroleum_refinement_crude
1761,nemomod_entc_input_activity_ratio_fuel_production_fp_petroleum_refinement_electricity
1762,nemomod_entc_input_activity_ratio_fuel_production_me_coal_coal_deposits
1763,nemomod_entc_input_activity_ratio_fuel_production_me_coal_diesel
1764,nemomod_entc_input_activity_ratio_fuel_production_me_coal_electricity
1765,nemomod_entc_input_activity_ratio_fuel_production_me_coal_gasoline
1766,nemomod_entc_input_activity_ratio_fuel_production_me_coal_natural_gas
1767,nemomod_entc_input_activity_ratio_fuel_production_me_coal_oil
1768,nemomod_entc_input_activity_ratio_fuel_production_me_crude_diesel
1769,nemomod_entc_input_activity_ratio_fuel_production_me_crude_electricity
1770,nemomod_entc_input_activity_ratio_fuel_production_me_crude_gasoline
1771,nemomod_entc_input_activity_ratio_fuel_production_me_crude_natural_gas
1772,nemomod_entc_input_activity_ratio_fuel_production_me_crude_oil
1773,nemomod_entc_input_activity_ratio_fuel_production_me_natural_gas_diesel
1774,nemomod_entc_input_activity_ratio_fuel_production_me_natural_gas_electricity
1775,nemomod_entc_input_activity_ratio_fuel_production_me_natural_gas_gasoline
1776,nemomod_entc_input_activity_ratio_fuel_production_me_natural_gas_natural_gas
1777,nemomod_entc_input_activity_ratio_fuel_production_me_natural_gas_oil
1778,nemomod_entc_output_activity_ratio_fuel_production_fp_hydrogen_electrolysis_hydrogen
1779,nemomod_entc_output_activity_ratio_fuel_production_fp_hydrogen_gasification_hydrogen
1780,nemomod_entc_output_activity_ratio_fuel_production_fp_hydrogen_reformation_hydrogen
1781,nemomod_entc_output_activity_ratio_fuel_production_fp_natural_gas_hydrocarbon_gas_liquids
1782,nemomod_entc_output_activity_ratio_fuel_production_fp_natural_gas_natural_gas
1783,nemomod_entc_output_activity_ratio_fuel_production_fp_petroleum_refinement_diesel
1784,nemomod_entc_output_activity_ratio_fuel_production_fp_petroleum_refinement_gasoline
1785,nemomod_entc_output_activity_ratio_fuel_production_fp_petroleum_refinement_hydrocarbon_gas_liquids
1786,nemomod_entc_output_activity_ratio_fuel_production_fp_petroleum_refinement_kerosene
1787,nemomod_entc_output_activity_ratio_fuel_production_fp_petroleum_refinement_oil
1788,nemomod_entc_output_activity_ratio_fuel_production_me_coal_coal
1789,nemomod_entc_output_activity_ratio_fuel_production_me_crude_crude
1790,nemomod_entc_output_activity_ratio_fuel_production_me_natural_gas_natural_gas_unprocessed
1791,nemomod_entc_renewable_energy_tag_pp_biogas
1792,nemomod_entc_renewable_energy_tag_pp_biomass
1793,nemomod_entc_renewable_energy_tag_pp_coal
1794,nemomod_entc_renewable_energy_tag_pp_coal_ccs
1795,nemomod_entc_renewable_energy_tag_pp_gas
1796,nemomod_entc_renewable_energy_tag_pp_gas_ccs
1797,nemomod_entc_renewable_energy_tag_pp_geothermal
1798,nemomod_entc_renewable_energy_tag_pp_hydropower
1799,nemomod_entc_renewable_energy_tag_pp_nuclear
1800,nemomod_entc_renewable_energy_tag_pp_ocean
1801,nemomod_entc_renewable_energy_tag_pp_oil
1802,nemomod_entc_renewable_energy_tag_pp_solar
1803,nemomod_entc_renewable_energy_tag_pp_waste_incineration
1804,nemomod_entc_renewable_energy_tag_pp_wind
1805,nemomod_entc_renewable_energy_tag_st_batteries
1806,nemomod_entc_renewable_energy_tag_st_compressed_air
1807,nemomod_entc_renewable_energy_tag_st_flywheels
1808,nemomod_entc_renewable_energy_tag_st_pumped_hydro
1809,nemomod_entc_reserve_margin
1810,nemomod_entc_reserve_margin_tag_technology_pp_biogas
1811,nemomod_entc_reserve_margin_tag_technology_pp_biomass
1812,nemomod_entc_reserve_margin_tag_technology_pp_coal
1813,nemomod_entc_reserve_margin_tag_technology_pp_coal_ccs
1814,nemomod_entc_reserve_margin_tag_technology_pp_gas
1815,nemomod_entc_reserve_margin_tag_technology_pp_gas_ccs
1816,nemomod_entc_reserve_margin_tag_technology_pp_geothermal
1817,nemomod_entc_reserve_margin_tag_technology_pp_hydropower
1818,nemomod_entc_reserve_margin_tag_technology_pp_nuclear
1819,nemomod_entc_reserve_margin_tag_technology_pp_ocean
1820,nemomod_entc_reserve_margin_tag_technology_pp_oil
1821,nemomod_entc_reserve_margin_tag_technology_pp_solar
1822,nemomod_entc_reserve_margin_tag_technology_pp_waste_incineration
1823,nemomod_entc_reserve_margin_tag_technology_pp_wind
1824,nemomod_entc_reserve_margin_tag_technology_st_batteries
1825,nemomod_entc_reserve_margin_tag_technology_st_compressed_air
1826,nemomod_entc_reserve_margin_tag_technology_st_flywheels
1827,nemomod_entc_reserve_margin_tag_technology_st_pumped_hydro
1828,nemomod_entc_residual_capacity_pp_biogas_gw
1829,nemomod_entc_residual_capacity_pp_biomass_gw
1830,nemomod_entc_residual_capacity_pp_coal_ccs_gw
1831,nemomod_entc_residual_capacity_pp_coal_gw
1832,nemomod_entc_residual_capacity_pp_gas_ccs_gw
1833,nemomod_entc_residual_capacity_pp_gas_gw
1834,nemomod_entc_residual_capacity_pp_geothermal_gw
1835,nemomod_entc_residual_capacity_pp_hydropower_gw
1836,nemomod_entc_residual_capacity_pp_nuclear_gw
1837,nemomod_entc_residual_capacity_pp_ocean_gw
1838,nemomod_entc_residual_capacity_pp_oil_gw
1839,nemomod_entc_residual_capacity_pp_solar_gw
1840,nemomod_entc_residual_capacity_pp_waste_incineration_gw
1841,nemomod_entc_residual_capacity_pp_wind_gw
1842,nemomod_entc_total_annual_max_capacity_investment_pp_biogas_gw
1843,nemomod_entc_total_annual_max_capacity_investment_pp_biomass_gw
1844,nemomod_entc_total_annual_max_capacity_investment_pp_coal_ccs_gw
1845,nemomod_entc_total_annual_max_capacity_investment_pp_coal_gw
1846,nemomod_entc_total_annual_max_capacity_investment_pp_gas_ccs_gw
1847,nemomod_entc_total_annual_max_capacity_investment_pp_gas_gw
1848,nemomod_entc_total_annual_max_capacity_investment_pp_geothermal_gw
1849,nemomod_entc_total_annual_max_capacity_investment_pp_hydropower_gw
1850,nemomod_entc_total_annual_max_capacity_investment_pp_nuclear_gw
1851,nemomod_entc_total_annual_max_capacity_investment_pp_ocean_gw
1852,nemomod_entc_total_annual_max_capacity_investment_pp_oil_gw
1853,nemomod_entc_total_annual_max_capacity_investment_pp_solar_gw
1854,nemomod_entc_total_annual_max_capacity_investment_pp_waste_incineration_gw
1855,nemomod_entc_total_annual_max_capacity_investment_pp_wind_gw
1856,nemomod_entc_total_annual_max_capacity_pp_biogas_gw
1857,nemomod_entc_total_annual_max_capacity_pp_biomass_gw
1858,nemomod_entc_total_annual_max_capacity_pp_coal_ccs_gw
1859,nemomod_entc_total_annual_max_capacity_pp_coal_gw
1860,nemomod_entc_total_annual_max_capacity_pp_gas_ccs_gw
1861,nemomod_entc_total_annual_max_capacity_pp_gas_gw
1862,nemomod_entc_total_annual_max_capacity_pp_geothermal_gw
1863,nemomod_entc_total_annual_max_capacity_pp_hydropower_gw
1864,nemomod_entc_total_annual_max_capacity_pp_nuclear_gw
1865,nemomod_entc_total_annual_max_capacity_pp_ocean_gw
1866,nemomod_entc_total_annual_max_capacity_pp_oil_gw
1867,nemomod_entc_total_annual_max_capacity_pp_solar_gw
1868,nemomod_entc_total_annual_max_capacity_pp_waste_incineration_gw
1869,nemomod_entc_total_annual_max_capacity_pp_wind_gw
1870,nemomod_entc_total_annual_min_capacity_investment_pp_biogas_gw
1871,nemomod_entc_total_annual_min_capacity_investment_pp_biomass_gw
1872,nemomod_entc_total_annual_min_capacity_investment_pp_coal_ccs_gw
1873,nemomod_entc_total_annual_min_capacity_investment_pp_coal_gw
1874,nemomod_entc_total_annual_min_capacity_investment_pp_gas_ccs_gw
1875,nemomod_entc_total_annual_min_capacity_investment_pp_gas_gw
1876,nemomod_entc_total_annual_min_capacity_investment_pp_geothermal_gw
1877,nemomod_entc_total_annual_min_capacity_investment_pp_hydropower_gw
1878,nemomod_entc_total_annual_min_capacity_investment_pp_nuclear_gw
1879,nemomod_entc_total_annual_min_capacity_investment_pp_ocean_gw
1880,nemomod_entc_total_annual_min_capacity_investment_pp_oil_gw
1881,nemomod_entc_total_annual_min_capacity_investment_pp_solar_gw
1882,nemomod_entc_total_annual_min_capacity_investment_pp_waste_incineration_gw
1883,nemomod_entc_total_annual_min_capacity_investment_pp_wind_gw
1884,nemomod_entc_total_annual_min_capacity_pp_biogas_gw
1885,nemomod_entc_total_annual_min_capacity_pp_biomass_gw
1886,nemomod_entc_total_annual_min_capacity_pp_coal_ccs_gw
1887,nemomod_entc_total_annual_min_capacity_pp_coal_gw
1888,nemomod_entc_total_annual_min_capacity_pp_gas_ccs_gw
1889,nemomod_entc_total_annual_min_capacity_pp_gas_gw
1890,nemomod_entc_total_annual_min_capacity_pp_geothermal_gw
1891,nemomod_entc_total_annual_min_capacity_pp_hydropower_gw
1892,nemomod_entc_total_annual_min_capacity_pp_nuclear_gw
1893,nemomod_entc_total_annual_min_capacity_pp_ocean_gw
1894,nemomod_entc_total_annual_min_capacity_pp_oil_gw
1895,nemomod_entc_total_annual_min_capacity_pp_solar_gw
1896,nemomod_entc_total_annual_min_capacity_pp_waste_incineration_gw
1897,nemomod_entc_total_annual_min_capacity_pp_wind_gw
1898,nemomod_entc_variable_cost_pp_biogas_usd_per_mwh
1899,nemomod_entc_variable_cost_pp_biomass_usd_per_mwh
1900,nemomod_entc_variable_cost_pp_coal_ccs_usd_per_mwh
1901,nemomod_entc_variable_cost_pp_coal_usd_per_mwh
1902,nemomod_entc_variable_cost_pp_gas_ccs_usd_per_mwh
1903,nemomod_entc_variable_cost_pp_gas_usd_per_mwh
1904,nemomod_entc_variable_cost_pp_geothermal_usd_per_mwh
1905,nemomod_entc_variable_cost_pp_hydropower_usd_per_mwh
1906,nemomod_entc_variable_cost_pp_nuclear_usd_per_mwh
1907,nemomod_entc_variable_cost_pp_ocean_usd_per_mwh
1908,nemomod_entc_variable_cost_pp_oil_usd_per_mwh
1909,nemomod_entc_variable_cost_pp_solar_usd_per_mwh
1910,nemomod_entc_variable_cost_pp_waste_incineration_usd_per_mwh
1911,nemomod_entc_variable_cost_pp_wind_usd_per_mwh
1912,nemomod_entc_variable_cost_st_batteries_usd_per_mwh
1913,nemomod_entc_variable_cost_st_compressed_air_usd_per_mwh
1914,nemomod_entc_variable_cost_st_flywheels_usd_per_mwh
1915,nemomod_entc_variable_cost_st_pumped_hydro_usd_per_mwh
1916,net_imports_cement_clinker_tonne
1917,occrate_trns_passenger_per_vehicle_aviation
1918,occrate_trns_passenger_per_vehicle_human_powered
1919,occrate_trns_passenger_per_vehicle_powered_bikes
1920,occrate_trns_passenger_per_vehicle_public
1921,occrate_trns_passenger_per_vehicle_rail_passenger
1922,occrate_trns_passenger_per_vehicle_road_heavy_regional
1923,occrate_trns_passenger_per_vehicle_road_light
1924,occrate_trns_passenger_per_vehicle_water_borne
1925,occrateinit_gnrl_occupancy
1926,oxf_waso_average_landfilled
1927,param_wali_f_noncon
1928,param_wali_n_hh_scalar
1929,physparam_krem_sludge_factor_treated_advanced_aerobic
1930,physparam_krem_sludge_factor_treated_secondary_aerobic
1931,physparam_lvst_bo_buffalo_kg_ch4_kg_manure
1932,physparam_lvst_bo_cattle_dairy_kg_ch4_kg_manure
1933,physparam_lvst_bo_cattle_nondairy_kg_ch4_kg_manure
1934,physparam_lvst_bo_chickens_kg_ch4_kg_manure
1935,physparam_lvst_bo_goats_kg_ch4_kg_manure
1936,physparam_lvst_bo_horses_kg_ch4_kg_manure
1937,physparam_lvst_bo_mules_kg_ch4_kg_manure
1938,physparam_lvst_bo_pigs_kg_ch4_kg_manure
1939,physparam_lvst_bo_sheep_kg_ch4_kg_manure
1940,physparam_wali_bo_tonne_ch4_tonne_bod
1941,physparam_wali_bo_tonne_ch4_tonne_cod
1942,physparam_wali_daily_kg_bod_per_capita
1943,physparam_wali_p_per_bod
1944,physparam_wali_p_per_cod
1945,physparam_wali_tonne_cod_per_mmm_gdp
1946,physparam_wali_tow_dom_generation_correction_factor
1947,physparam_waso_k_chemical_industrial
1948,physparam_waso_k_food
1949,physparam_waso_k_glass
1950,physparam_waso_k_metal
1951,physparam_waso_k_nappies
1952,physparam_waso_k_other
1953,physparam_waso_k_paper
1954,physparam_waso_k_plastic
1955,physparam_waso_k_rubber_leather
1956,physparam_waso_k_sludge
1957,physparam_waso_k_textiles
1958,physparam_waso_k_wood
1959,physparam_waso_k_yard
1960,pij_lndu_croplands_to_croplands
1961,pij_lndu_croplands_to_forests_mangroves
1962,pij_lndu_croplands_to_forests_primary
1963,pij_lndu_croplands_to_forests_secondary
1964,pij_lndu_croplands_to_grasslands
1965,pij_lndu_croplands_to_other
1966,pij_lndu_croplands_to_settlements
1967,pij_lndu_croplands_to_wetlands
1968,pij_lndu_forests_mangroves_to_croplands
1969,pij_lndu_forests_mangroves_to_forests_mangroves
1970,pij_lndu_forests_mangroves_to_forests_primary
